title,article,file_links,url
[CQ] Nghỉ học lớp Lý thuyết số 22_6 ngày 29/3/2024,"
THÔNG BÁOLớp Lý thuyết số 22_6, lịch học T6 1-4, phòng E304 sẽ nghỉ học 1 buổi ngày 29/3/2024 do Giảng viên bận công tác.GIÁO VỤ KHOA CNTT
",[],https://www.fit.hcmus.edu.vn/tin-tuc/d/cq-nghi-hoc-lop-ly-thuyet-so-22_6-ngay-29-3-2024
Chương trình Học bổng Chính phủ Australia (AAS) vòng tuyển chọn 2023,"
Phòng Quan hệ Đối ngoại xin thông tin về Chương trình Học bổng Chính phủ Australia (AAS) vòng tuyển chọn 2023.
AAS là học bổng quốc tế uy tín được Chính phủ Australia trao cho thế hệ các nhà lãnh đạo toàn cầu tương lai trong lĩnh vực phát triển. Thông qua học tập và nghiên cứu, người nhận học bổng sẽ phát triển kiến thức và kỹ năng nhằm tạo ra sự thay đổi và thiết lập các mối quan hệ hữu nghị lâu dài với Australia.
Học bổng dành cho các ứng viên Việt Nam xuất sắc theo học bậc thạc sĩ ở Australia, khóa học sẽ bắt đầu năm 2024. Đợt tuyển chọn lần này không cấp học bổng tiến sĩ.
Thông tin chi tiết: http://www.australiaawardsvietnam.org/ hoặc file đính kèm.
Địa chỉ liên lạc: info@australiaawardsvietnam.org hoặc gọi số (024) 3939 3991
","['https://www.fit.hcmus.edu.vn/vn/UserFiles\\7112_Country-Profile-Tờ-thông-tin-học-bổng-Chính-phủ-Australia-niên-khóa-2024.pdf', 'https://www.fit.hcmus.edu.vn/vn/UserFiles\\7113_Lợi-ích-của-Học-bổng-Chính-phủ-Australia-với-tổ-chức-Organisational-benefits.pdf', 'https://www.fit.hcmus.edu.vn/vn/UserFiles\\7114_Brochure-Tờ-rơi-thông-tin-Học-bổng-Chính-phủ-Australia-niên-khóa-2024.pdf']",https://www.fit.hcmus.edu.vn/tin-tuc/d/chuong-trinh-hoc-bong-chinh-phu-australia-aas-vong-tuyen-chon-2023
"Lịch thi lớp BTKT ngành Khoa học máy tính, Hệ thống thông tin, Trí tuệ nhân tạo khoá tháng 4/2024","
THÔNG BÁOLịch thi lớp BTKT ngành Khoa học máy tính, Hệ thống thông tin, Trí tuệ nhân tạo khoá tháng 4/2024STTMã MHTên môn họcGV giảng dạyNgày thiPhòng thi1BTKTKỹ thuật lập trìnhTS. Trương Toàn Thịnh8g00 ngày 21/7/2024, Chủ nhậtF1092BTKTCấu trúc dữ liệuThS. Văn Chí Nam18g30 ngày 29/7/2024, Thứ 2I32Lưu ý học viên:Có mặt tại phòng thi trước giờ thi 15 phút.Mang theo thẻ học viên hoặc căn cước công dân khi vào phòng thi.-----BP. Giáo Vụ SĐH, Khoa CNTTEmail: giaovusdh@fit.hcmus.edu.vnWebsite: https://www.fit.hcmus.edu.vn/sau-dai-hocFacebook: https://www.facebook.com/sdh.fit.hcmus/
",[],https://www.fit.hcmus.edu.vn/tin-tuc/d/lich-thi-lop-btkt-nganh-khoa-hoc-may-tinh-he-thong-thong-tin-tri-tue-nhan-tao-khoa-thang-4-2024
THI ĐẤU CODE TOUR - CƠ HỘI “NÂNG CẤP” TOÀN DIỆN KỸ NĂNG LẬP TRÌNH DÀNH CHO BẠN 👨‍💻,"
Đăng ký ngay: https://bit.ly/4bWtGGL Đếm ngược 04 ngày đến với Code Challenge #1, Code Tour đã đón nhận hơn 700 lượt đăng ký từ cộng đồng đam mê công nghệ trên toàn quốc. Để tiếp thêm tự tin chinh phục giải đấu, cùng lắng nghe những lời “review” về cơ hội có được khi thi đấu cùng Code Tour nhé:Cơ hội nuôi dưỡng nền lập trìnhLà các lập trình viên đã có kinh nghiệm, Xuân Quang và Tiến Thành đều nhận ra tầm quan trọng của nền tảng kiến thức CNTT khi áp dụng trong công việc. Chính vì thế, các bạn đánh giá cao cơ hội được chinh chiến ở các giải đấu lập trình như Code Tour.Cơ hội giao lưu và cọ xátLà thí sinh của Vòng chung kết Code Tour 2023, Quốc Việt đánh giá đây sẽ là sân chơi để các bạn trẻ từ khắp mọi nơi cùng thi đấu và chia sẻ kinh nghiệm lẫn nhau.ĐĂNG KÝ NGAY Code Challenge #1 và sẵn sàng chiến hết mình nhé các chiến binh IT ơi!#CodeTour #CodeConnectChallenge #Giaidaulaptrinh #LifeatVNG  
",['https://www.fit.hcmus.edu.vn/vn/UserFiles\\7723_4-2.jpg'],https://www.fit.hcmus.edu.vn/tin-tuc/d/thi-dau-code-tour-co-hoi-nang-cap-toan-dien-ky-nang-lap-trinh-danh-cho-ban
"Đăng ký học bổng ""Hành trang hướng nghiệp"" học kỳ 2 năm học 2022 - 2023","
Nhằm khen thưởng cho những sinh viên có thành tích xuất sắc, tích cực trong hoạt động xã hội hoặc những sinh viên có hoàn cảnh khó khăn phấn đấu vươn lên trong học tập. Các công ty TMA Technology Group, DXC Technology Services Vietnam, Công ty Hybrid Technologies, Công ty TNHH Scrumviet có những suất học bổng ""Hành trang hướng nghiệp"" nhằm khuyến khích, động viên  cho các bạn sinh viên Khoa CNTT, trường ĐH Khoa học Tự nhiên tự tin hơn trên con đường học tập phía trước.2. HỒ SƠ YÊU CẦUBảng điểm tổng kết hoặc bảng điểm HK1 năm học 2022 - 2023 (xin tại phòng đào tạo)CVThư ngỏ3. CÁCH THỨC ỨNG TUYỂNSinh viên đăng nhập trên trang Hệ thống Sinh viên để xem yêu cầu hồ sơ, thông tin từng học bổng và đăng ký:https://www.fit.hcmus.edu.vn/vn/Default.aspx?tabid=1024(Tài khoản đăng nhập: MSSV; Mật khẩu: Ngày tháng năm sinh)Thời gian đăng ký: từ ngày 28/02/2023 đến 22g00 ngày 07/03/20224. THÔNG TIN LIÊN HỆBộ phận Trợ lý sinh viên: tlsv@fit.hcmus.edu.vnĐiện thoại: 028 38  354 266 ( Ext: 514)
",[],https://www.fit.hcmus.edu.vn/tin-tuc/d/dang-ky-hoc-bong-hanh-trang-huong-nghiep-hoc-ky-2-nam-hoc-2022-2023
Học bổng Chính phủ Italia Maeci năm học 2024-2025,"
Thông tin từ Đại sứ quán Italia về Học bổng Chính phủ Italia Maeci năm học 2024-2025 dành cho các khoá học Thạc sĩ; các khóa học về Nghệ thuật, Âm nhạc và Khiêu vũ; Tiến sĩ; Nghiên cứu sinh; Các khóa học ngắn hạn về Ngôn ngữ và Văn hóa Ý tại các trường Đại học hàng đầu của Italia; cụ thể như sau:1. Giá trị học bổng: các khoản hỗ trợ bao gồm học phí, bảo hiểm y tế, 1000 Euro sinh hoạt phí mỗi tháng cho các chương trình sau ở Ý:  Thạc sĩ (“Laurea Magistrale 2 ° ciclo”);Các khoá Đại học/Thạc sĩ về Nghệ thuật, Âm nhạc và Khiêu vũ (AFAM);Tiến sĩ;Nghiên cứu (“Progetti in co-tutela”);Các khóa học về Văn hóa và Ngôn ngữ Ý.*Lưu ý về các khoản hỗ trợ của học bổng MAECI:Ứng viên tham gia Khóa học Ngôn ngữ và Văn hóa Ý sẽ nhận được 3000 euro cho 3 tháng;Ứng viên tham gia Khóa thạc sĩ sẽ nhận được 9000 euro cho 9 tháng;Về học phí: Một số trường Đại học miễn học phí cho sinh viên được cấp học bổng Maeci, tùy thuộc vào chính sách của từng trường. Tuy nhiên việc miễn học phí không áp dụng cho các Khóa học về Ngôn ngữ và Văn hóa Ý;Học bổng không chi trả chi phí đi lại (máy bay).2. Thời gian: Hạn chót để nộp hồ sơ từ Việt Nam là 19h (giờ Hà Nội) ngày 14/06/2024. Việc nộp hồ sơ chỉ được thực hiện qua cổng thông tin trực tuyến Study in Italy (link: https://studyinitaly.esteri.it/).3. Thông tin liên hệ:Thông tin chi tiết, vui lòng tham khảo website của chương trình tại: https://studyinitaly.esteri.it/ListaBandi hoặc liên hệ Văn phòng Uni-Italia Việt Nam:Email: info@uni-italia.vnĐiện thoại: 02438240579Hotline: 096.888.5484Website: https://duhocy.vn/faq-maeci/
",[],https://www.fit.hcmus.edu.vn/tin-tuc/d/hoc-bong-chinh-phu-italia-maeci-nam-hoc-2024-2025
Thông báo mở lớp bổ túc kiến thức dự thi thạc sĩ khoá tháng 4/2024,"
THÔNG BÁOKhoa Công nghệ thông tin thông báo danh sách các lớp bổ túc kiến thức mở đợt tháng 4/2024 như sau:Thời gian học: từ 15/4 đến 30/6/20241. Danh sách môn mở:SttTên môn họcLịch học1Cấu trúc dữ liệu (4 tín chỉ)– Ngày học trong tuần: Thứ 3 (18g00)– Ngày khai giảng: 16/4/2024– GV: ThS. Văn Chí Nam2Kỹ thuật lập trình (4TC)– Ngày học trong tuần: Chủ nhật (8g00)– Ngày khai giảng:  21/4/2024– GV: TS. Trương Toàn Thịnh3Cơ sở dữ liệu (4TC)Dự kiến tháng 8/20234Các thuật toán thông minh nhân tạo và ứng dụng (4TC)2. Đối tượng người học













































﻿Stt

﻿Ngành dự thi cao học

﻿Ngành tốt nghiệp đại học

﻿Các môn bổ túc kiến thức

1

Khoa học máy tính
  Trí tuệ nhân tạo
  Hệ thống thông tin

Toán học; Toán tin; Vật lý; Điện tử Viễn thông; Điều khiển học; Kỹ thuật y sinh; Quản lý công nghiệp, Công nghệ kỹ thuật điện- điện tử; Kỹ thuật điện (Hệ thống năng lượng); Công nghệ kỹ thuật điện- truyền thông; Kỹ thuật điện- điện tử; Kỹ thuật cơ điện tử; Cơ điện tử; Kỹ thuật điện và Công nghệ thông tin (ĐH Việt Đức).

1. Kỹ thuật lập trình (4TC)
  2. Các thuật toán thông minh nhân tạo và ứng dụng (4TC)
  3. Cơ sở dữ liệu (4TC)
  4. Cấu trúc dữ liệu (4TC)

2

Khoa học máy tính
  Trí tuệ nhân tạo
  Hệ thống thông tin

﻿Logistics và quản lý chuỗi cung ứng;

1. Kỹ thuật lập trình (4TC)
  2. Các thuật toán thông minh nhân tạo và ứng dụng (4TC)
  3. Cấu trúc dữ liệu (4TC)

3

Khoa học máy tính
  Trí tuệ nhân tạo
  Hệ thống thông tin

﻿Kỹ thuật điều khiển và tự động hóa

1. Các thuật toán thông minh nhân tạo và ứng dụng (4TC)
  2. Cơ sở dữ liệu (4TC)
  3. Cấu trúc dữ liệu (4TC)

4

Khoa học máy tính
  Trí tuệ nhân tạo
  Hệ thống thông tin

Cơ điện tử Kỹ thuật cơ khí (hàng không)

1. Các thuật toán thông minh nhân tạo và ứng dụng (4TC)
  2. Cơ sở dữ liệu (4TC)

5

Khoa học máy tính
  Trí tuệ nhân tạo
  Hệ thống thông tin

Thương mại điện tử

﻿Các thuật toán thông minh nhân tạo và ứng dụng (4TC)

6

Khoa học máy tính
  Trí tuệ nhân tạo
  Hệ thống thông tin

﻿Các ngành phù hợp khác

﻿Xét theo từng trường hợp3. Đăng ký khóa học và học phí:3.1. Đăng ký khóa họcHọc viên đăng ký khóa học từ ngày thông báo đến 16g00 ngày 02/4/2024 theo hướng dẫn tại link: https://forms.gle/ScrQi1QkWeRqCGeq8Lớp học chỉ mở khi số học viên đăng ký hơn 10 học viên.3.2. Học phí:Mức thu: Học phí: 1.230.000đ/1 tín chỉHình thức đóng học phí:a) Chuyển khoản:– Qua dịch vụ Internet Banking của Agribank: theo hình thức Bill Payment.– Viettel Money.– Trực tiếp tại ngân hàng Agribank:Học viên đóng học phí tại các chi nhánh, phòng giao dịch của ngân hàng Agribank+ Khi đóng học phí, học viên cung cấp “Số CCCD” và tên trường ĐH Khoa học Tự nhiên cho nhân viên ngân hàng.+ Sau khi đóng tiền, học viên phải giữ chứng từ nộp tiền của ngân hàng để xác nhận đã đóng học phí. Hoá đơn thu học phí sẽ được phòng Kế hoạch Tài chính, trường ĐH KHTN gửi về địa chỉ email của học viên đã cung cấp.– Qua cổng kết nối thanh toán của VNPAY: Học viên có nhu cầu thanh toán học phí chỉ cần đăng nhập vào website: https://hocphi.hcmus.edu.vn, số CCCD để đăng nhập và thanh toán. VNPAY kết nối với 40 ngân hàng tại Việt Nam, khi thanh toán xong sẽ gạch nợ trực tiếp trên hệ thống thu học phí của nhà trường. Phí giao dịch (do người sử dụng kênh thanh toán trả): Thẻ nội địa/tài khoản ngân hàng/ví điện tử: 5.500 VNĐ/giao dịchb) Tiền mặt:Học viên đóng tiền mặt trực tiếp tại phòng Kế hoạch tài chính Trường Đại học Khoa học tự nhiên (phòng B01).https://sdh.hcmus.edu.vn/2024/03/26/thong-bao-mo-lop-bo-tuc-kien-thuc-chuyen-nganh-du-thi-thac-si-nganh-khoa-hoc-may-tinh-he-thong-thong-tin-tri-tue-nhan-tao-khoa-thang-4-2024/-----BP. Giáo Vụ SĐH, Khoa CNTTEmail: giaovusdh@fit.hcmus.edu.vnWebsite: https://www.fit.hcmus.edu.vn/sau-dai-hocFacebook: https://www.facebook.com/sdh.fit.hcmus/
",[],https://www.fit.hcmus.edu.vn/tin-tuc/d/thong-bao-mo-lop-bo-tuc-kien-thuc-du-thi-thac-si-khoa-thang-4-2024
Thông báo chương trình học bổng của Tập đoàn Điện lực Việt Nam năm học 2023-2024,"
Căn cứ thỏa thuận hợp tác giữa Đại học Quốc gia Thành phố Hồ Chí Minh (ĐHQG-HCM) và Tập đoàn Điện lực Việt Nam (EVN), nhằm mục đích hỗ trợ sinh viên tại các cơ sở đào tạo thành viên, trực thuộc Đại học Quốc gia Thành phố Hồ Chí Minh (ĐHQG-HCM) có thành tích học tập giỏi, rèn luyện tốt, Tập đoàn Điện lực Việt Nam (EVN) triển khai chương trình học bổng EVN năm học 2023 – 2024, chi tiết như sau:Số lượng học bổng của Sinh viên Trường ĐH Khoa học Tự Nhiên:15 suấtGiá trị học bổng: 10.000.000 đồng/suấtĐiều kiện nhận học bổng:Sinh viên khóa 2020, 2021 bậc đại học chính quy, đang theo học thuộc các chuyên ngành sau: năng lượng, tự động hóa, nhiệt, điện tử viễn thông và công nghệ thông tin;Kết quả học tập học kỳ 1 năm học 2023-2024 đạt từ 8.0 điểm trở lên; kết quả rèn luyện học kỳ 1 năm học 2023-2024 đạt loại tốt trở lên;Chưa nhận học bổng thường kỳ của bất cứ tổ chức, cá nhân nào trong năm học 2023-2024Hoàn cảnh gia đình khó khăn, hoặc con thương binh, liệt sĩ, dân tộc thiểu số hoặc trường hợp khó khăn khác (tiêu chí ưu tiên);Tích cực tham gia các hoạt động xã hội (tiêu chí ưu tiên) như: hiến máu nhân đạo, thanh niên tình nguyện hỗ trợ đồng bão lụt, thiên tai, giao thông hoặc các hình thức khác.Hồ sơ học bổng bao gồm:Đơn xin học bổng (SV tự viết)Tờ khai thông tin (theo mẫu).Bảng điểm kết quả học tập và bảng điểm rèn luyện HK1 năm học 2023-2024 có xác nhận của nhà trường.Giấy xác nhận hoàn cảnh (nếu có).Giấy chứng nhận tham gia các hoạt động xã hội (nếu có).Địa điểm và thời gian nộp hồ sơSinh viên  sẽ scan toàn bộ hồ sơ thành 1 file pdf và sử dụng email SV để nộp hồ sơ qua link https://forms.office.com/r/Rxai2aP8MA và nộp bản cứng tại Phòng Công tác Sinh viên (Phòng A.02, cơ sở Nguyễn Văn Cừ) từ ngày ra thông báo đến 16g30 ngày 30/5/2024 .Thời gian: sáng từ 8g00 đến 11g00, chiều từ 13g30 đến 16g30./.
",['https://www.fit.hcmus.edu.vn/vn/UserFiles\\7708_2024-To-khai-hoc-bong-EVN.docx'],https://www.fit.hcmus.edu.vn/tin-tuc/d/thong-bao-chuong-trinh-hoc-bong-cua-tap-doan-dien-luc-viet-nam-nam-hoc-2023-2024
Mời tham dự buổi bảo vệ luận văn Thạc sĩ đợt cuối tháng 4/2024,"
HÔNG BÁOGiáo vụ thông báo các buổi bảo vệ luận văn thạc sĩ ngành Hệ thống thông tin và Khoa học máy tính đợt cuối tháng 4/2024. Mời các bạn sinh viên, học viên cao học và nghiên cứu sinh các khóa đang học tập tại Khoa CNTT quan tâm đến tham dự buổi bảo vệ luận văn với các thông tin như sau:Hội đồng 1: 8g00 ngày 25/4/2024, phòng B11AHội đồng 2: 8g00 ngày 26/4/2024, phòng I12 (tầng trệt)Hội đồng 3: 13g30 ngày 26/4/2024, phòng I12 (tầng trệt)Danh sách đề tài bảo vệ các bạn vui lòng xem tại file đính kèm.-----BP. Giáo Vụ SĐH, Khoa CNTTEmail: giaovusdh@fit.hcmus.edu.vnWebsite: https://www.fit.hcmus.edu.vn/sau-dai-hocFacebook: https://www.facebook.com/sdh.fit.hcmus/
",['https://www.fit.hcmus.edu.vn/vn/UserFiles\\7689_SDH_DSHV-bao-ve-dot-cuoi-thang-4-2024_co-HD.pdf'],https://www.fit.hcmus.edu.vn/tin-tuc/d/moi-tham-du-buoi-bao-ve-luan-van-thac-si-dot-cuoi-thang-4-2024
Danh sách sinh viên đã hoàn thành chương trình Sinh hoạt công dân cuối khóa năm học 2023 - 2024,"
Danh sách sinh viên đã tham dự chuyên đề và hoàn thành kiểm tra: tại đâyThời hạn nhận khiếu nại về danh sách hoàn thành chương trình sinh hoạt: từ nay đến 15g00 ngày 24/5/2024Lưu ý:Sinh viên phải đi học đầy đủ 3 nội dung và làm kiểm tra. Trường hợp sinh viên vắng học thì xem như sinh viên không tham gia sinh hoạt công dân cuối khóa.Trường hợp sinh viên không tham gia sẽ bị trừ 20 điểm rèn luyện (Mục 6.4 Điểm rèn luyện học kỳ 2 năm học 2023-2024).Trường hợp sinh viên tham gia nhưng không thực hiện kiểm tra sẽ bị trừ 10 điểm rèn luyện. (Mục 6.4 Điểm rèn luyện học kỳ 2 năm học 2023-2024)Mọi thắc mắc liên quan vui lòng liên hệ Bp. TLSV qua email tlsv@fit.hcmus.edu.vn
",[],https://www.fit.hcmus.edu.vn/tin-tuc/d/danh-sach-sinh-vien-da-hoan-thanh-chuong-trinh-sinh-hoat-cong-dan-cuoi-khoa-nam-hoc-2023-2024
